# base id	target evo id (0 = single evolution)	evo:percent,...  (PokemonRevoData.lua, converted by tools/trainer-data/convert_revos.py)
330	0	287:9.67327,376:7.1379,215:5.77143,99:3.63431,345:3.59966,374:3.44087,375:3.42343,117:3.41301,119:3.39567,224:3.28099,300:3.23242,310:3.18933,327:3.11663,186:3.05952,314:2.99207,55:2.98407,87:2.90472,226:2.90104,229:2.84689,195:2.64038,211:2.62555,381:2.49664,324:2.36646,141:2.31124,139:2.2956,171:2.18008,199:1.99895,80:1.99212,297:1.98251,62:1.81706,197:0.38265,198:0.23747,159:0.11036,8:0.1082,313:0.10685,184:0.10604,342:0.07162,284:0.04655,134:0.04138,91:0.027,322:0.01128,121:0.01011,61:0.00984,73:0.00921,222:0.00737,329:0.00211,131:0.00162,343:0.00157,9:0.00148,130:0.0013,160:0.0009,285:0.00072,230:0.00049
332	0	104:33.2112,111:33.2057,231:33.1973,27:0.0709,246:0.06884,339:0.06736,74:0.06713,318:0.05459,95:0.03312,75:0.0239
333	0	232:12.8166,208:9.3174,112:9.08622,76:9.07754,359:7.70033,319:7.45738,285:7.34846,230:6.85329,34:6.09518,31:6.08907,324:6.06368,28:1.95025,148:1.63113,396:1.62583,149:1.57946,397:1.56135,221:1.19465,105:0.9272,340:0.85063,207:0.55767,195:0.21667
335	0	68:17.5876,237:15.2852,107:15.278,106:15.275,57:11.0623,214:8.69215,307:7.2696,62:5.56213,67:2.11991,281:0.73084,282:0.584,357:0.55327
337	0	26:14.3868,82:14.2103,125:14.1795,101:14.13,181:14.1287,171:9.14148,353:7.50932,354:7.48357,135:4.83034
339	0	232:8.18202,321:8.03747,105:7.81114,28:7.34873,126:6.23281,207:6.03748,76:5.70736,112:5.67936,78:5.6728,38:5.63686,221:5.52281,319:4.64612,229:4.49078,195:4.16389,324:3.80788,31:3.78402,34:3.7723,51:0.52487,5:0.43244,156:0.42853,247:0.40175,77:0.33377,219:0.31089,136:0.24156,208:0.20031,281:0.19429,334:0.15583,284:0.12802,95:0.04013,75:0.03082,157:0.01622,6:0.0124,282:0.01051,285:0.00382
341	0	61:9.60695,215:9.32953,8:8.05589,222:8.02489,159:8.00354,184:7.97218,313:7.84497,221:6.10749,117:5.98482,119:5.87365,310:5.62306,284:5.60284,195:4.7199,211:4.69536,138:0.78948,140:0.7849,124:0.25244,327:0.0834,331:0.07738,226:0.06839,120:0.06142,325:0.0603,373:0.05949,225:0.0523,296:0.04979,347:0.04561,324:0.04219,72:0.03824,171:0.03401,170:0.03127,99:0.00463,374:0.0044,375:0.0044,224:0.0035,87:0.00337,381:0.00189,199:0.00099,80:0.00067,297:0.00045
342	0	347:10.6415,329:5.54124,130:4.91963,160:4.82347,9:4.80905,131:4.71945,134:4.45991,375:4.20532,374:4.19031,224:3.99512,91:3.83305,186:3.7457,314:3.66495,55:3.66234,285:3.59544,230:3.35194,381:3.01499,139:2.78574,141:2.75217,121:2.71052,73:2.60902,199:2.43315,80:2.42389,297:2.39289,62:2.17186,215:0.53511,124:0.50685,99:0.2124,221:0.20948,327:0.13952,87:0.13341,226:0.12195,331:0.1175,117:0.11233,310:0.10546,119:0.10434,195:0.06924,324:0.0661,171:0.05873,211:0.05495
344	0	182:10.4478,189:9.29727,114:9.26217,369:9.04739,300:8.06852,389:7.70191,103:7.11858,45:6.43685,307:6.30874,71:6.24445,297:5.22095,279:3.11029,278:2.25328,153:2.23589,154:1.99761,192:1.75856,2:1.13843,47:0.94158,3:0.78018,70:0.24871,44:0.21087,363:0.16998
346	0	124:20.976,221:17.7996,91:16.2655,87:15.3484,215:10.9737,342:6.67014,131:6.10866,343:5.85811
350	0	288:9.44631,370:9.41962,39:9.41023,21:9.00655,16:8.98008,315:8.96728,175:8.96719,235:8.96296,304:8.9586,163:8.95213,19:8.92904
351	0	122:10.7523,65:9.80439,411:9.69012,97:9.66671,124:9.00417,178:8.15214,348:7.57389,349:7.5623,203:6.86601,319:6.34253,80:4.49182,199:4.48247,64:1.32208,202:1.31201,196:0.79132,399:0.788,394:0.78004,357:0.29768,103:0.21285,121:0.10712
356	0	67:16.4398,64:15.2172,202:15.1686,399:11.8147,411:11.5332,281:9.35164,349:9.15784,348:9.14387,106:0.31925,107:0.31247,237:0.31211,352:0.27185,122:0.26749,124:0.18558,57:0.14752,178:0.1419,203:0.10465,307:0.04615,351:0.02211,201:0.02184,336:0.00696,65:0.0062,97:0.0062,80:0.00054,199:0.00031
358	0	233:4.83956,217:4.61484,372:4.44086,123:4.32237,36:4.3008,128:4.27362,115:4.27052,241:4.26603,380:4.1412,227:4.08405,234:4.01494,210:3.91465,302:3.90809,113:3.80986,169:3.78128,85:3.64181,18:3.62941,164:3.51523,22:3.5102,142:3.18578,178:3.09272,189:3.02438,369:2.93424,6:2.75011,203:2.67161,42:2.6429,226:2.41796,305:0.00022,40:0.00013,289:0.00013,365:0.00013,53:9e-05,385:9e-05,317:9e-05,143:4e-05,242:4e-05
360	0	64:20.3758,399:16.3274,411:15.8575,349:12.7067,348:12.6844,357:11.0395,122:2.4003,124:1.82021,351:1.20476,96:1.20372,201:1.19186,203:1.15362,102:0.91911,352:0.47234,97:0.37582,178:0.26686
361	0	378:34.4515,200:27.6413,94:17.4949,93:11.8614,322:8.55083
364	0	289:5.39642,40:5.31918,372:5.27002,20:5.22805,385:5.21843,36:5.14277,162:5.127,380:4.95643,206:4.91666,53:4.8999,234:4.80626,176:4.75171,210:4.72259,317:4.72134,113:4.59948,305:4.48022,18:4.39076,85:4.37144,164:4.22801,22:4.2184,203:3.23413,128:0.00018,241:0.00018,108:0.00013,115:9e-05,137:9e-05,316:9e-05,217:4e-05
365	0	242:54.1156,143:45.8844
367	0	24:12.5622,89:9.62106,379:9.23499,110:9.18386,49:7.68407,42:7.43936,94:6.51229,211:6.14415,45:5.88282,71:5.72457,31:5.63483,34:5.61502,169:1.79347,93:1.54832,2:1.05782,363:0.86793,3:0.74545,70:0.52478,294:0.5175,15:0.5095,168:0.50119,44:0.44906,73:0.24579
370	0	308:12.0391,190:12.0337,133:11.7029,216:11.6976,17:11.205,316:10.7319,108:10.3501,137:10.1382,83:10.0983,358:0.00076,35:0.00067,176:0.00063,84:0.00058,20:0.00049
371	0	233:6.73355,217:6.46206,36:5.99924,115:5.9863,241:5.95921,128:5.94173,380:5.77224,53:5.68341,365:5.67352,234:5.62409,317:5.53108,210:5.47608,113:5.32079,18:5.12416,85:5.05542,164:4.93994,22:4.92129,203:3.79041,289:0.00085,20:0.00072,162:0.00063,206:0.00058,305:0.00058,385:0.00058,40:0.00054,143:0.00054,242:0.00045
373	374	160:4.84805,9:4.84553,343:4.62082,99:4.52529,134:4.49811,117:4.15643,119:4.1275,224:4.03385,91:3.86037,327:3.81166,186:3.7696,55:3.67991,314:3.66935,87:3.57194,226:3.52071,331:3.49483,381:3.04415,324:2.83669,141:2.78569,139:2.76511,121:2.71546,171:2.62816,73:2.583,199:2.39949,80:2.39661,297:2.34431,62:2.13978,329:0.77924,130:0.60993,159:0.568,8:0.56594,313:0.54783,184:0.54563,131:0.53862,310:0.41159,342:0.39658,285:0.3162,230:0.28924,195:0.26497,284:0.25414,211:0.23967
373	375	160:5.01803,9:5.00541,343:4.77953,99:4.66454,134:4.63196,117:4.32705,119:4.24226,224:4.1474,91:3.94295,327:3.9084,186:3.87421,55:3.75666,314:3.73581,87:3.64918,226:3.60717,331:3.5563,381:3.07471,324:2.88491,141:2.81944,139:2.81814,121:2.74642,171:2.66163,73:2.60677,199:2.43265,80:2.42268,297:2.36961,62:2.11902,329:0.54046,130:0.43442,8:0.37677,159:0.3734,184:0.36738,313:0.36176,131:0.36023,310:0.2665,342:0.25172,285:0.19321,230:0.18827,195:0.17156,284:0.16082,211:0.15071
377	0	362:34.4763,200:27.5505,94:17.5742,93:11.8493,322:8.54962
382	0	185:14.0365,205:11.7315,75:11.5518,227:10.4172,247:10.1525,399:9.52593,219:8.77999,82:7.72199,348:7.42642,349:7.39097,355:0.36756,320:0.35084,95:0.25208,222:0.12339,76:0.06668,112:0.06574,381:0.02458,140:0.0027,212:0.00175,388:0.00175,138:0.00171,111:0.00166,390:0.00139,208:0.00085,391:0.00081,213:0.00067,142:0.00058,389:0.00036,141:4e-05
383	0	212:12.9806,213:10.8718,391:10.4552,142:9.06119,208:8.52783,76:8.32846,112:8.32127,389:6.93345,381:5.96056,139:5.48592,141:5.43456,400:2.51317,248:2.12059,205:1.35088,227:1.06097,82:0.53812,349:0.02939,348:0.02602
388	0	279:8.49903,154:6.46538,213:6.15062,384:5.90807,391:5.89199,182:5.29896,142:5.044,189:4.64953,76:4.58982,112:4.5838,369:4.49164,345:4.47874,300:4.02653,3:4.01826,103:3.52193,45:3.18699,381:3.17455,307:3.1093,71:3.07183,141:2.91479,139:2.91268,297:2.54067,383:0.50941,192:0.20377,349:0.12438,348:0.12325,114:0.11831,185:0.11215,153:0.06017,278:0.05711,247:0.05689,219:0.04089,2:0.02516,47:0.02053,363:0.01887
390	0	127:9.98686,205:8.81028,212:8.68891,123:8.21208,302:7.32325,213:7.18823,384:6.84952,142:5.99057,112:5.50709,76:5.4786,49:4.92453,214:4.60595,389:4.60325,381:3.88512,141:3.64118,139:3.62927,383:0.29773,349:0.07571,348:0.07266,185:0.06538,387:0.03631,386:0.03545,247:0.03303,219:0.02444,312:0.02296,47:0.01164
392	0	360:20.2614,238:20.1891,356:20.1778,398:20.1466,318:19.2251
393	0	352:13.4721,196:12.7913,65:11.9606,97:11.8333,178:9.94049,319:7.73385,103:7.31269,121:6.05235,199:5.45092,80:5.42908,400:2.03998,122:1.82533,124:1.33569,203:0.78566,399:0.66501,411:0.63572,348:0.37115,349:0.36468
395	0	148:46.7505,333:32.8909,359:20.3587
396	0	149:49.4232,334:22.1182,230:18.6909,359:9.76772
398	0	355:14.3335,383:12.3962,202:11.1454,64:11.1038,122:9.15002,411:8.41158,124:7.82489,348:6.74262,349:6.71944,203:6.11962,357:5.84732,205:0.05024,227:0.03914,352:0.03509,97:0.02822,82:0.01784,178:0.01636,201:0.01051,212:0.00386,65:0.00315,319:0.0009,80:0.00013,199:9e-05
399	0	196:18.153,394:17.788,384:16.6523,208:13.9052,103:10.7776,121:9.08172,212:4.59188,65:3.23224,97:3.20056,319:1.38184,80:0.62237,199:0.61321
